Timing info

         851863 function calls (849405 primitive calls) in 22.520 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2045(White)
        1    0.000    0.000    0.000    0.000 errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 _ode.py:602(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2162(StringStart)
        1    0.000    0.000    0.000    0.000 util.py:346(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 _multivariate.py:485(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 fitpack2.py:531(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 scale.py:118(Log10Transform)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 anneal.py:96(fast_sa)
        1    0.000    0.000    0.000    0.000 mathtext.py:1354(Accent)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 scale.py:366(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 lobpcg.py:63(CallableLinearOperator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:322(VPacker)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2851(mielke_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:553(CachedFont)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainTan)
        1    0.000    0.000    0.000    0.000 httplib.py:1360(BadStatusLine)
        1    0.000    0.000    0.000    0.000 mlab.py:3090(FormatFloat)
        1    0.000    0.000    0.000    0.000 base.py:23(UndefinedMetricWarning)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:274(_accept)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1323(IdleEvent)
        1    0.000    0.000    0.000    0.000 rcsetup.py:41(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 patches.py:3239(CurveA)
        1    0.000    0.000    0.000    0.000 ticker.py:729(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:707(skellam_gen)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1096(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 cbook.py:437(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 optimize.py:671(_LineSearchError)
        1    0.000    0.000    0.000    0.000 npyio.py:86(BagObj)
        1    0.000    0.000    0.000    0.000 collections.py:1517(PatchCollection)
        1    0.000    0.000    0.000    0.000 classes.py:515(NuSVC)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:184(BLUR)
        1    0.000    0.000    0.000    0.000 pyparsing.py:157(_Constants)
        4    0.000    0.000    0.000    0.000 six.py:69(_add_doc)
        1    0.000    0.000    0.000    0.000 omp.py:724(OrthogonalMatchingPursuitCV)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 optimize.py:123(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 six.py:56(__len__)
        1    0.000    0.000    0.000    0.000 tokenize.py:146(TokenError)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:59(PpmImageFile)
        1    0.000    0.000    0.000    0.000 ticker.py:1701(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 mathtext.py:1823(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 container.py:122(StemContainer)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:95(NDArrayWrapper)
        1    0.000    0.000    0.000    0.000 urllib.py:114(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3081(OnlyOnce)
        1    0.000    0.000    0.000    0.000 base.py:440(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 widgets.py:64(Widget)
        1    0.000    0.000    0.000    0.000 colors.py:1464(LightSource)
        1    0.000    0.000    0.000    0.000 httplib.py:1334(IncompleteRead)
        1    0.000    0.000    0.000    0.000 __init__.py:427(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:14(__init__)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1269(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 decimal.py:3749(_ContextManager)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:127(ModeFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todatetime)
        1    0.000    0.000    0.000    0.000 hashing.py:25(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1644(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 dates.py:247(strpdate2num)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 patches.py:3320(CurveFilledB)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1780(Kern)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1673(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 {divmod}
        1    0.000    0.000    0.000    0.000 __init__.py:585(__init__)
        1    0.000    0.000    0.000    0.000 adapt_rgb.py:22(adapt_rgb)
        1    0.000    0.000    0.000    0.000 synchronize.py:84(_make_methods)
        1    0.000    0.000    0.000    0.000 fit.py:159(CircleModel)
        1    0.000    0.000    0.000    0.000 cbook.py:2302(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 six.py:311(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1347(ResizeEvent)
        1    0.000    0.000    0.000    0.000 six.py:416(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 six.py:108(MovedAttribute)
        1    0.000    0.000    0.000    0.000 _util.py:37(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 urllib2.py:539(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 interface.py:363(IdentityOperator)
        3    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 patches.py:1894(Square)
        1    0.000    0.000    0.000    0.000 httplib.py:1323(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 extras.py:1530(mr_class)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:282(Metropolis)
        1    0.000    0.000    0.000    0.000 contour.py:41(ClabelText)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.000    0.000 core.py:131(MaskError)
        1    0.000    0.000    0.000    0.000 httplib.py:1348(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 arpack.py:962(IterOpInv)
        1    0.000    0.000    0.000    0.000 scale.py:18(ScaleBase)
        1    0.000    0.000    0.000    0.000 ImageFile.py:268(load_end)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:625(zipf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:595(burr_gen)
        1    0.000    0.000    0.000    0.000 core.py:2260(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:3128(FormatPercent)
        1    0.000    0.000    0.000    0.000 patches.py:3299(CurveFilledA)
        1    0.000    0.000    0.000    0.000 utils.py:1701(IgnoreException)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 quadpack.py:722(_NQuad)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1402(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 decoder.py:274(JSONDecoder)
        1    0.000    0.000    0.000    0.000 parser.py:1018(_attr)
        1    0.000    0.000    0.000    0.000 polar.py:166(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 Image.py:1931(_ImageCrop)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
        1    0.000    0.000    0.000    0.000 patches.py:1924(Circle)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 cbook.py:313(todate)
        1    0.000    0.000    0.000    0.000 patches.py:3521(BarAB)
        1    0.000    0.000    0.000    0.000 dates.py:1322(DateConverter)
        1    0.000    0.000    0.000    0.000 patches.py:3555(Simple)
        1    0.000    0.000    0.000    0.000 __init__.py:818(StreamHandler)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:21(RankWarning)
        1    0.000    0.000    0.000    0.000 ticker.py:336(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 six.py:84(_LazyDescr)
        1    0.000    0.000    0.000    0.000 decimal.py:5673(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 synchronize.py:299(Event)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1983(CharsNotIn)
        1    0.000    0.000    0.000    0.000 base.py:250(SparseCoefMixin)
        1    0.000    0.000    0.000    0.000 Image.py:444(_E)
        1    0.000    0.000    0.000    0.000 six.py:348(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 rcsetup.py:216(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2980(TokenConverter)
        1    0.000    0.000    0.000    0.000 patches.py:3259(CurveB)
        1    0.000    0.000    0.000    0.000 core.py:5841(__array_finalize__)
        1    0.000    0.000    0.000    0.000 api.py:21(CDefError)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        2    0.000    0.000    0.000    0.000 core.py:808(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2538(SimpleEvent)
        1    0.000    0.000    0.000    0.000 ImageMode.py:23(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 anneal.py:150(_state)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 polar.py:184(RadialLocator)
        1    0.000    0.000    0.000    0.000 bayes.py:219(ARDRegression)
        1    0.000    0.000    0.000    0.000 core.py:6009(_maximum_operation)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:46(_accept)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 six.py:202(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 Image.py:1972(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 ticker.py:267(NullFormatter)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 widgets.py:1692(Lasso)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        1    0.000    0.000    0.000    0.000 urllib.py:988(addclosehook)
        1    0.000    0.000    0.000    0.000 perceptron.py:8(Perceptron)
        1    0.000    0.000    0.000    0.000 base.py:332(ClusterMixin)
        1    0.000    0.000    0.000    0.000 urllib2.py:1084(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 six.py:309(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 dates.py:1141(SecondLocator)
        1    0.000    0.000    0.000    0.000 fit.py:24(LineModel)
        1    0.000    0.000    0.000    0.000 __init__.py:889(FileHandler)
        1    0.000    0.000    0.000    0.000 legend_handler.py:215(HandlerPatch)
        1    0.000    0.000    0.000    0.000 lpi_filter.py:42(LPIFilter2D)
        1    0.000    0.000    0.000    0.000 decorator.py:61(getfullargspec)
        1    0.000    0.000    0.000    0.000 arpack.py:592(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 interface.py:254(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 ticker.py:1188(MultipleLocator)
        1    0.000    0.000    0.000    0.000 cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 urllib2.py:904(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 parallel.py:161(LockedIterator)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 Queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 cbook.py:2282(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 core.py:794(_DomainGreater)
        1    0.000    0.000    0.000    0.000 mathtext.py:1444(Hlist)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:33(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 patches.py:2234(Roundtooth)
        1    0.000    0.000    0.000    0.000 urllib2.py:1262(UnknownHandler)
        1    0.000    0.000    0.000    0.000 scale.py:199(LogTransform)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:231(EMBOSS)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2762(OneOrMore)
        1    0.000    0.000    0.000    0.000 Queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 pydoc.py:1963(Scanner)
        1    0.000    0.000    0.000    0.000 colors.py:963(LogNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:113(Namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:1687(NullHandler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1472(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 ticker.py:761(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1366(CloseEvent)
        1    0.000    0.000    0.000    0.000 trifinder.py:10(TriFinder)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 cbook.py:898(Xlator)
        1    0.000    0.000    0.000    0.000 Image.py:38(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 urllib2.py:1232(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:1012(__init__)
        1    0.000    0.000    0.000    0.000 univariate_selection.py:402(SelectKBest)
        1    0.000    0.000    0.000    0.000 cbook.py:585(Idle)
        1    0.000    0.000    0.000    0.000 six.py:230(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 api.py:18(FFIError)
        1    0.000    0.000    0.000    0.000 from_model.py:12(_LearntSelectorMixin)
        1    0.000    0.000    0.000    0.000 six.py:80(_LazyDescr)
        1    0.000    0.000    0.000    0.000 logistic.py:1116(LogisticRegressionCV)
        1    0.000    0.000    0.000    0.000 pydoc.py:1987(ModuleScanner)
        1    0.000    0.000    0.000    0.000 nonlin.py:138(NoConvergence)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2191(WordStart)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 __init__.py:543(Filter)
        1    0.000    0.000    0.000    0.000 httplib.py:1278(HTTPS)
        1    0.000    0.000    0.000    0.000 grid_search.py:287(_CVScoreTuple)
        1    0.000    0.000    0.000    0.000 arpack.py:896(SpLuInv)
        1    0.000    0.000    0.000    0.000 least_angle.py:1047(LassoLarsCV)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 base.py:267(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 numerictypes.py:773(_typedict)
        3    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 basic.py:40(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 base.py:299(RegressorMixin)
        1    0.000    0.000    0.000    0.000 pyparsing.py:145(<genexpr>)
        1    0.000    0.000    0.000    0.000 mlab.py:3687(GaussianKDE)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:397(__init__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:281(StubImageFile)
        1    0.000    0.000    0.000    0.000 rcsetup.py:217(__init__)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:301(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 arpack.py:304(_ArpackParams)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1331(DrawEvent)
        1    0.000    0.000    0.000    0.000 core.py:5997(_minimum_operation)
        1    0.000    0.000    0.000    0.000 arpack.py:374(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 pyparsing.py:215(ParseException)
        1    0.000    0.000    0.000    0.000 urllib.py:1008(addinfo)
        1    0.000    0.000    0.000    0.000 container.py:113(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 _multivariate.py:853(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 core.py:1039(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 _geometric.py:61(GeometricTransform)
        1    0.000    0.000    0.000    0.000 mathtext.py:1699(GlueSpec)
        1    0.000    0.000    0.000    0.000 patches.py:3499(BracketB)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:213(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 mathtext.py:1629(Rule)
        1    0.000    0.000    0.000    0.000 cross_validation.py:353(StratifiedKFold)
        1    0.000    0.000    0.000    0.000 kdtree.py:255(leafnode)
        1    0.000    0.000    0.000    0.000 patches.py:2006(Round)
        1    0.000    0.000    0.000    0.000 pyparsing.py:258(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 scale.py:131(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:252(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 pydoc.py:266(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 six.py:225(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:59(X)
        1    0.000    0.000    0.000    0.000 legend_handler.py:256(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 utils.py:22(deprecated)
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 streamplot.py:296(StreamMask)
        1    0.000    0.000    0.000    0.000 collections.py:963(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 rcsetup.py:462(ValidateInterval)
        1    0.000    0.000    0.000    0.000 patches.py:3442(BracketAB)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1581(KeyEvent)
        1    0.000    0.000    0.000    0.000 six.py:93(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:101(MovedModule)
        3    0.000    0.000    0.000    0.000 csc.py:197(_swap)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 classes.py:636(SVR)
        1    0.000    0.000    0.000    0.000 classes.py:745(NuSVR)
        1    0.000    0.000    0.000    0.000 dates.py:590(rrulewrapper)
        1    0.000    0.000    0.000    0.000 colors.py:1292(NoNorm)
        1    0.000    0.000    0.000    0.000 stochastic_gradient.py:1090(SGDRegressor)
        1    0.000    0.000    0.000    0.000 __init__.py:1008(Manager)
        1    0.000    0.000    0.000    0.000 cross_validation.py:797(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 {hex}
        1    0.000    0.000    0.000    0.000 urllib2.py:844(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 patches.py:1947(LArrow)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 urllib2.py:556(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 patches.py:3643(Fancy)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2210(WordEnd)
        1    0.000    0.000    0.000    0.000 mathtext.py:1739(Fill)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 lines.py:1320(VertexSelector)
        1    0.000    0.000    0.000    0.000 patches.py:2765(Arc)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1871(QuotedString)
        1    0.000    0.000    0.000    0.000 omp.py:533(OrthogonalMatchingPursuit)
        1    0.000    0.000    0.000    0.000 scorer.py:58(_PredictScorer)
        1    0.000    0.000    0.000    0.000 dates.py:1062(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:309(FitSolverError)
        1    0.000    0.000    0.000    0.000 six.py:60(__len__)
        1    0.000    0.000    0.000    0.000 mlab.py:3142(FormatDate)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 six.py:136(Iterator)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1540(PickEvent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2101(GoToColumn)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1312(HTTPException)
       13    0.000    0.000    0.000    0.000 misc.py:126(_datacopied)
        1    0.000    0.000    0.000    0.000 urllib2.py:1378(FTPHandler)
        1    0.000    0.000    0.000    0.000 polyint.py:224(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 ticker.py:299(FuncFormatter)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1096(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 ticker.py:1014(FixedLocator)
        1    0.000    0.000    0.000    0.000 six.py:122(_LazyModule)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2879(nakagami_gen)
        1    0.000    0.000    0.000    0.000 cbook.py:644(Bunch)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:8(VerificationMissing)
        1    0.000    0.000    0.000    0.000 mathtext.py:1262(Vbox)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 patches.py:3363(_Bracket)
        1    0.000    0.000    0.000    0.000 cross_validation.py:1365(FitFailedWarning)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 mathtext.py:233(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 cbook.py:1045(__Full)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 mlab.py:3079(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 synchronize.py:144(Lock)
        1    0.000    0.000    0.000    0.000 ImageFile.py:66(_tilesort)
        1    0.000    0.000    0.000    0.000 interface.py:346(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 six.py:55(X)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 mathtext.py:1735(Fil)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 six.py:293(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 mlab.py:3119(FormatBool)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:195(CONTOUR)
        1    0.000    0.000    0.000    0.000 patches.py:2702(Angle)
        1    0.000    0.000    0.000    0.000 ticker.py:1418(LogLocator)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 __init__.py:467(ConvergenceWarning)
        1    0.000    0.000    0.000    0.000 ticker.py:1148(Base)
        1    0.000    0.000    0.000    0.000 anneal.py:134(boltzmann_sa)
        1    0.000    0.000    0.000    0.000 container.py:105(BarContainer)
        1    0.000    0.000    0.000    0.000 scale.py:185(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 legend_handler.py:374(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 kdtree.py:260(innernode)
        1    0.000    0.000    0.000    0.000 offsetbox.py:401(HPacker)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 sre_parse.py:87(checkgroup)
        1    0.000    0.000    0.000    0.000 _geometric.py:434(PiecewiseAffineTransform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1538(Token)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2804(Optional)
        1    0.000    0.000    0.000    0.000 core.py:739(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 dates.py:1122(MinuteLocator)
        1    0.000    0.000    0.000    0.000 urllib2.py:1102(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:359(FigureManagerMac)
        1    0.000    0.000    0.000    0.000 scorer.py:92(_ProbaScorer)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:258(TimerMac)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 arpack.py:918(LuInv)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2175(StringEnd)
        1    0.000    0.000    0.000    0.000 polyint.py:145(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 __init__.py:112(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 patches.py:2663(Angle3)
        1    0.000    0.000    0.000    0.000 classes.py:855(OneClassSVM)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2542(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 blocking_input.py:349(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2691(NotAny)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3072(Suppress)
        1    0.000    0.000    0.000    0.000 threading.py:1128(_DummyThread)
        1    0.000    0.000    0.000    0.000 _util.py:22(deferred_error)
        1    0.000    0.000    0.000    0.000 __init__.py:1399(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1300(Event)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:969(exponweib_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1571(Literal)
